Strain	Antigenic advance (tree model)	Antigenic advance (sub model)	Clade	Country	Epitope mutations	Local branching index	Non-epitope mutations	ne_star	RBS adjacent mutations	Region	Submitting lab	Collection Data	Vaccine Selection Date	Accession	Originating lab
A/Sydney/22/2018	3.54	4.42	A1b/135N	Australia	23.00	0.00	12.00		4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2018-03-03		EPI1251865	Clinical Virology Unit, Cdim
A/SouthAustralia/1007/2018	3.54	4.42	A1b/135N	Australia	22.00	0.00	13.00	1.00	4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2018-07-18		EPI1279605	Institute Of Medical And Veterinary Science (imvs)
A/Yokohama/95/2018	3.54	4.42	A1b/135N	Japan	22.00	0.00	12.00		4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2018-08-19		EPI1322939	Yokohama City Institute Of Public Health.
A/HongKong/1732/2018	3.54	4.42	A1b/135N	Hong Kong	23.00	0.00	13.00	1.00	4.00	China	Hong Kong Department Of Health	2018-08-25		EPI1315892	Hong Kong Department Of Health
A/HongKong/1508/2018	3.54	4.42	A1b/135N	Hong Kong	23.00	0.00	12.00		4.00	China	Hong Kong Department Of Health	2018-08-05		EPI1315888	Hong Kong Department Of Health
A/Madagascar/1123/2018	3.54	4.42	A1b/135N	Madagascar	22.00	0.00	12.00		4.00	Africa	Centers For Disease Control And Prevention	2018-03-26		EPI1282642	Institut Pasteur De Madagascar
A/NewHampshire/25/2018	3.54	4.42	A1b/135N	USA	22.00	0.00	12.00		4.00	North America	Centers For Disease Control And Prevention	2018-08-05		EPI1273662	New Hampshire Public Health Laboratories
A/SouthAustralia/53/2018	3.54	4.42	A1b/135N	Australia	22.00	0.00	11.00	1.00	4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2018-09-13		EPI1312257	Institute Of Medical And Veterinary Science (imvs)
A/HongKong/2060/2018	3.54	4.42	A1b/135N	Hong Kong	22.00	0.00	12.00		4.00	China	Centers For Disease Control And Prevention	2018-09-21		EPI1372199	Hong Kong Department Of Health
A/Kyiv/7/2018	3.56	4.55	A1b/135K	Ukraine	23.00	0.00	11.00		4.00	Europe	Centers For Disease Control And Prevention	2018-01-03		EPI1181219	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine
A/England/73660232/2017	3.56	4.55	A1b/135K	United Kingdom	23.00	0.01	11.00		4.00	Europe	Microbiology Services Colindale, Public Health England	2017-09-04		EPI1112460	Microbiology Services Colindale, Public Health England
A/Wakayama/87/2017	3.69	4.75	A1b/135K	Japan	22.00	0.08	11.00	1.00	4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2017-03-07		EPI997193	Wakayama Prefectural Research Center Of Environment And Public Health
A/Ayutthaya/98/2017	4.76	4.75	A1b/135K	Thailand	23.00	0.02	12.00	1.00	4.00	Southeast Asia	Centers For Disease Control And Prevention	2017-06-23		EPI1058165	Who National Influenza Centre, National Institute Of Medical Research (nimr)
A/Mozambique/309/2017	4.76	4.75	A1b/135K	Mozambique	23.00	0.01	11.00		4.00	Africa	Centers For Disease Control And Prevention	2017-08-28		EPI1117621	Laboratório De Isolamento Viral
A/Kanagawa/ZC1617/2017	3.69	4.75	A1b/135K	Japan	22.00	0.09	12.00	1.00	4.00	Japan Korea	Centers For Disease Control And Prevention	2017-02-23		EPI1146069	National Institute Of Infectious Diseases (niid)
A/NewZealand/657/2017	3.69	4.75	A1b/135K	New Zealand	23.00	0.02	11.00		4.00	Oceania	Centers For Disease Control And Prevention	2017-06-30		EPI1048283	Institute Of Environmental Science & Research
A/NewZealand/875/2017	3.69	4.82	A1b/135K	New Zealand	22.00	0.02	11.00		4.00	Oceania	Centers For Disease Control And Prevention	2017-07-06		EPI1099794	Institute Of Environmental Science & Research
A/Shanghai-Pudongxin/1987/2017	3.69	4.75	A1b/135K	China	22.00	0.03	11.00		4.00	China	Centers For Disease Control And Prevention	2017-06-13		EPI1058537	Who Chinese National Influenza Center
A/Singapore/TT0495/2017	3.69	4.75	A1b/135K	Singapore	23.00	0.04	11.00		4.00	Southeast Asia	Ministry Of Health, Singapore	2017-04-28		EPI1023820	Ministry Of Health, Singapore
A/England/72420554/2017	3.69	4.75	A1b/135K	United Kingdom	23.00	0.03	11.00		4.00	Europe	Microbiology Services Colindale, Public Health England	2017-06-10		EPI1112236	Microbiology Services Colindale, Public Health England
A/Phetchaburi/2607/2017	3.69	4.75	A1b/135K	Thailand	22.00	0.00	11.00		4.00	Southeast Asia	Centers For Disease Control And Prevention	2017-12-01		EPI1182929	Who National Influenza Centre, National Institute Of Medical Research (nimr)
A/SouthAfrica/R07339/2017	4.41	4.75	A1b/135K	South Africa	22.00	0.02	13.00	1.00	4.00	Africa	Centers For Disease Control And Prevention	2017-07-23		EPI1049432	National Institute For Communicable Disease
A/Kenya/166/2018	4.41	4.75	A1b/135K	Kenya	22.00	0.00	14.00	1.00	4.00	Africa	Centers For Disease Control And Prevention	2018-06-05		EPI1343088	Cdc Kenya
A/Kenya/167/2018	4.41	4.75	A1b/135K	Kenya	22.00	0.00	13.00		4.00	Africa	Centers For Disease Control And Prevention	2018-06-05		EPI1356504	Cdc Kenya
A/SouthAfrica/R07316/2017	4.41	4.75	A1b/135K	South Africa	22.00	0.02	12.00		4.00	Africa	Centers For Disease Control And Prevention	2017-07-26		EPI1049415	National Institute For Communicable Disease
A/Mozambique/418/2018	4.41	4.75	A1b/135K	Mozambique	22.00	0.00	13.00		4.00	Africa	Centers For Disease Control And Prevention	2018-02-14		EPI1271283	Laboratório De Isolamento Viral
A/Mozambique/8218/2018	4.41	4.75	A1b/135K	Mozambique	22.00	0.00	13.00		4.00	Africa	Centers For Disease Control And Prevention	2018-02-28		EPI1277347	Laboratório De Isolamento Viral
A/Vietnam/Lisn18022/2018	3.76	4.75	A1b/135K	Vietnam	22.00	0.01	14.00	1.00	4.00	Southeast Asia	Centers For Disease Control And Prevention	2018-04-03		EPI1385788	Pasteur Institute, Influenza Laboratory
A/Maldives/462/2018	3.76	5.11	A1b/131K	Maldives	23.00	0.07	13.00		4.00	South Asia	Centers For Disease Control And Prevention	2018-05-20		EPI1320874	Ministry Of Health
A/Singapore/TT0110/2019	3.76	5.91	A1b/131K	Singapore	22.00	0.01	13.00	1.00	4.00	Southeast Asia	Ministry Of Health, Singapore	2019-01-02		EPI1388005	Ministry Of Health, Singapore
A/SriLanka/2/2019	3.76	5.11	A1b/131K	Sri Lanka	23.00	0.01	13.00		4.00	South Asia	Who Collaborating Centre For Reference And Research On Influenza	2019-01-01		EPI1359602	Medical Research Institute
A/SriLanka/59/2018	3.76	5.11	A1b/131K	Sri Lanka	23.00	0.01	13.00		4.00	South Asia	Who Collaborating Centre For Reference And Research On Influenza	2018-12-17		EPI1359593	Medical Research Institute
A/SriLanka/60/2018	3.76	5.11	A1b/131K	Sri Lanka	23.00	0.01	12.00	1.00	4.00	South Asia	Who Collaborating Centre For Reference And Research On Influenza	2018-12-19		EPI1359614	Medical Research Institute
A/Bahrain/506/2018	3.76	5.11	A1b/131K	Bahrain	23.00	0.01	13.00		4.00	West Asia	Centers For Disease Control And Prevention	2018-10-10		EPI1386133	Ministry Of Health Bahrain
A/HongKong/2850/2018	3.76	5.11	A1b/131K	Hong Kong	23.00	0.01	13.00		4.00	China	Hong Kong Department Of Health	2018-11-26		EPI1353603	Hong Kong Department Of Health
A/AbuDhabi/1/2019	3.76	5.11	A1b/131K	United Arab Emirates	23.00	0.01	13.00		4.00	West Asia	Centers For Disease Control And Prevention	2019-01-02		EPI1447910	Shaikh Khalifa Medical City
A/Maldives/657/2018	3.76	5.11	A1b/131K	Maldives	23.00	0.08	12.00		4.00	South Asia	Centers For Disease Control And Prevention	2018-05-24		EPI1320882	Ministry Of Health
A/Maldives/925/2018	3.76	5.11	A1b/131K	Maldives	24.00	0.10	12.00		4.00	South Asia	Centers For Disease Control And Prevention	2018-06-04		EPI1317870	Ministry Of Health
A/Greece/1430/2018	4.82	5.11	A1b/131K	Greece	24.00	0.17	13.00	1.00	4.00	Europe	Crick Worldwide Influenza Centre	2018-07-05 (2018-04-26 - 2018-10-29)		EPI1436475	Hellenic Pasteur Institute
A/Kuwait/6433/2018	4.88	5.11	A1b/131K	Kuwait	24.00	0.20	12.00		4.00	West Asia	Centers For Disease Control And Prevention	2018-07-11		EPI1356899	Public Health Laboratory, Virology Unit
A/Kuwait/743/2019	4.88	5.11	A1b/131K	Kuwait	24.00	0.02	12.00		4.00	West Asia	Centers For Disease Control And Prevention	2019-01-27		EPI1386263	Public Health Laboratory, Virology Unit
A/CoteDIvoire/648/2019	4.88	5.11	A1b/131K	Cote D Ivoire	24.00	0.08	12.00		4.00	Africa	Centers For Disease Control And Prevention	2019-04-17		EPI1495915	Pasteur Institut Of Côte D'ivoire
A/AbuDhabi/117/2018	4.82	5.11	A1b/131K	United Arab Emirates	24.00	0.11	12.00		4.00	West Asia	Centers For Disease Control And Prevention	2018-09-30		EPI1336575	Shaikh Khalifa Medical City
A/Armenia/704/2019	4.82	5.11	A1b/131K	Armenia	24.00	0.06	12.00		4.00	West Asia	Crick Worldwide Influenza Centre	2019-03-12		EPI1582579	Centre For Diseases Control And Prevention
A/Oman/4262/2019	4.82	5.11	A1b/131K	Oman	24.00	0.08	12.00		4.00	West Asia	Crick Worldwide Influenza Centre	2019-06-25		EPI1583922	Central Public Health Laboratory, Ministry Of Health
A/Bahrain/689/2018	4.82	5.11	A1b/131K	Bahrain	24.00	0.21	12.00		4.00	West Asia	Centers For Disease Control And Prevention	2018-12-10		EPI1368450	Ministry Of Health Bahrain
A/Athens/1847/2019	4.82	5.11	A1b/131K	Greece	25.00	0.13	14.00		4.00	Europe	Hellenic Pasteur Institute	2019-09-30		EPI1626701	Hellenic Pasteur Institute
A/Singapore/TT0755/2019	4.82	5.11	A1b/131K	Singapore	25.00	0.16	14.00		4.00	Southeast Asia	Ministry Of Health, Singapore	2019-09-11		EPI1638765	Ministry Of Health, Singapore
A/Qatar/10-VI-19-0048257/2019	4.82	5.11	A1b/131K	Qatar	25.00	0.18	14.00		4.00	West Asia	Crick Worldwide Influenza Centre	2019-08-21		EPI1619489	Supreme Health Council
A/Haima/7383/2019	4.82	5.11	A1b/131K	Oman	25.00	0.12	15.00	1.00	4.00	West Asia	Crick Worldwide Influenza Centre	2019-11-05		EPI1646720	Central Public Health Laboratory, Ministry Of Health
A/StPetersburg/RII-324/2019	4.82	5.22	A1b/131K	Russia	26.00	0.15	12.00	1.00	4.00	West Asia	Who National Influenza Centre Russian Federation	2019-10-02		EPI1646580	Research Institute Of Influenza, Ministry Of Healthcare Of The Russian Federation
A/Yokohama/187/2019	4.82	5.11	A1b/131K	Japan	25.00	0.15	14.00	1.00	4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2019-10-04		EPI1610287	Yokohama City Institute Of Public Health.
A/England/194460567/2019	4.82	5.11	A1b/131K	United Kingdom	25.00	0.14	13.00		4.00	Europe	Microbiology Services Colindale, Public Health England	2019-10-25		EPI1635693	Microbiology Services Colindale, Public Health England
A/Abudhabi/62/2019	4.82	5.11	A1b/131K	United Arab Emirates	26.00	0.21	13.00	2.00	4.00	West Asia	Centers For Disease Control And Prevention	2019-09-02		EPI1636494	Shaikh Khalifa Medical City
A/Singapore/TT0887/2019	4.82	5.11	A1b/131K	Singapore	25.00	0.13	13.00		4.00	Southeast Asia	Ministry Of Health, Singapore	2019-11-13		EPI1646382	Ministry Of Health, Singapore
A/Bangladesh/438/2019	4.82	5.59	A1b/131K	Bangladesh	24.00	0.21	13.00	1.00	4.00	South Asia	Centers For Disease Control And Prevention	2019-08-26		EPI1627659	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)
A/Singapore/SGH0623/2019	4.82	5.11	A1b/131K	Singapore	25.00	0.13	13.00		4.00	Southeast Asia	Ministry Of Health, Singapore	2019-12-04		EPI1646504	Ministry Of Health, Singapore
A/Bhutan/1095/2019	4.82	5.11	A1b/131K	Bhutan	25.00	0.20	13.00		4.00	South Asia	Centers For Disease Control And Prevention	2019-09-25		EPI1636599	Royal Centre For Disease Control
A/Singapore/GP2299/2019	4.82	5.11	A1b/131K	Singapore	26.00	0.12	14.00	2.00	4.00	Southeast Asia	Ministry Of Health, Singapore	2019-12-02		EPI1646190	Ministry Of Health, Singapore
A/Muscat/6972/2019	4.82	5.11	A1b/131K	Oman	25.00	0.17	14.00	1.00	4.00	West Asia	Crick Worldwide Influenza Centre	2019-10-28		EPI1646754	Central Public Health Laboratory, Ministry Of Health
A/Singapore/TT0766/2019	4.82	5.11	A1b/131K	Singapore	25.00	0.29	13.00		4.00	Southeast Asia	Ministry Of Health, Singapore	2019-09-18		EPI1638781	Ministry Of Health, Singapore
A/Singapore/SGH0617/2019	4.82	5.11	A1b/131K	Singapore	25.00	0.16	14.00	1.00	4.00	Southeast Asia	Ministry Of Health, Singapore	2019-12-04		EPI1646488	Ministry Of Health, Singapore
A/StPetersburg/RII-434S/2019	4.82	5.11	A1b/131K	Russia	25.00	0.16	13.00		4.00	West Asia	Who National Influenza Centre Russian Federation	2019-12-14		EPI1646564	Research Institute Of Influenza, Ministry Of Healthcare Of The Russian Federation
A/StPetersburg/RII-254S/2019	4.82	5.11	A1b/131K	Russia	25.00	0.18	13.00		4.00	West Asia	Who National Influenza Centre Russian Federation	2019-12-01		EPI1646572	Research Institute Of Influenza, Ministry Of Healthcare Of The Russian Federation
A/Norway/2294/2019	4.82	5.11	A1b/131K	Norway	25.00	0.20	13.00		4.00	Europe	Crick Worldwide Influenza Centre	2019-10-07		EPI1619473	Who National Influenza Centre
A/Singapore/MOH0134/2019	4.82	5.11	A1b/131K	Singapore	25.00	0.29	13.00		4.00	Southeast Asia	Ministry Of Health, Singapore	2019-08-27		EPI1630383	Ministry Of Health, Singapore
A/Moscow/15/2019	4.82	5.11	A1b/131K	Russia	25.00	0.16	13.00		4.00	West Asia	Who National Influenza Centre Russian Federation	2019-11-25		EPI1646588	Research Institute Of Influenza, Ministry Of Healthcare Of The Russian Federation
A/Montana/45/2019	4.82	5.11	A1b/131K	USA	26.00	0.26	13.00	1.00	4.00	North America	Centers For Disease Control And Prevention	2019-09-26		EPI1609519	Montana Laboratory Services Bureau
A/Singapore/SGH0618/2019	4.82	5.11	A1b/131K	Singapore	25.00	0.16	13.00		4.00	Southeast Asia	Ministry Of Health, Singapore	2019-12-04		EPI1646496	Ministry Of Health, Singapore
A/Abudhabi/68/2019	4.82	5.11	A1b/131K	United Arab Emirates	25.00	0.27	13.00		4.00	West Asia	Centers For Disease Control And Prevention	2019-09-28		EPI1636325	Shaikh Khalifa Medical City
A/Vietnam/240/2018	3.76	5.11	A1b/131K	Vietnam	23.00	0.06	15.00	2.00	4.00	Southeast Asia	Centers For Disease Control And Prevention	2018-10-01		EPI1342895	National Institute Of Hygiene And Epidemiology
A/Singapore/MOH0156/2018	3.76	5.32	A1b/131K	Singapore	24.00	0.03	13.00	3.00	4.00	Southeast Asia	Ministry Of Health, Singapore	2018-12-04		EPI1380575	Ministry Of Health, Singapore
A/Vietnam/206/2018	3.79	5.11	A1b/131K	Vietnam	23.00	0.17	13.00	1.00	4.00	Southeast Asia	Centers For Disease Control And Prevention	2018-09-14		EPI1348784	National Institute Of Hygiene And Epidemiology
A/Vietnam/195/2018	3.79	5.11	A1b/131K	Vietnam	23.00	0.16	13.00		4.00	Southeast Asia	Centers For Disease Control And Prevention	2018-09-19		EPI1343033	National Institute Of Hygiene And Epidemiology
A/Victoria/2123/2018	3.79	5.11	A1b/131K	Australia	23.00	0.14	13.00		4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2018-10-28		EPI1358945	Alfred Hospital
A/Singapore/KK1356/2019	3.79	5.11	A1b/131K	Singapore	23.00	0.11	13.00		4.00	Southeast Asia	Ministry Of Health, Singapore	2019-06-25		EPI1626978	Ministry Of Health, Singapore
A/Singapore/TT0372/2019	3.79	5.11	A1b/131K	Singapore	23.00	0.14	13.00		4.00	Southeast Asia	Ministry Of Health, Singapore	2019-05-09		EPI1597941	Ministry Of Health, Singapore
A/Singapore/GP1482/2019	3.79	5.11	A1b/131K	Singapore	23.00	0.10	13.00		4.00	Southeast Asia	Ministry Of Health, Singapore	2019-07-29		EPI1630399	Ministry Of Health, Singapore
A/Singapore/GP0296/2019	3.76	5.11	A1b/131K	Singapore	23.00	0.07	14.00	1.00	4.00	Southeast Asia	Ministry Of Health, Singapore	2019-02-18		EPI1388269	Ministry Of Health, Singapore
A/Sichuan-Qingyang/11300/2019	3.76	5.11	A1b/131K	China	24.00	0.08	14.00	1.00	4.00	China	Who Chinese National Influenza Center	2019-08-06		EPI1589667	Who Chinese National Influenza Center
A/Texas/136/2018	3.76	5.11	A1b/131K	USA	23.00	0.17	13.00		4.00	North America	Centers For Disease Control And Prevention	2018-10-14		EPI1319945	Dallas County Health And Human Services
A/Yamagata/119/2019	3.76	6.25	A1b/131K	Japan	24.00	0.04	13.00		5.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2019-03-04		EPI1491194	Yamagata Prefectural Institute Of Public Health
A/Vietnam/203/2018	3.84	5.11	A1b/131K	Vietnam	23.00	0.25	13.00		4.00	Southeast Asia	Centers For Disease Control And Prevention	2018-08-31		EPI1342879	National Institute Of Hygiene And Epidemiology
A/Newcastle/82/2018	3.84	5.11	A1b/131K	Australia	23.00	0.07	13.00		4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2018-12-23		EPI1595444	John Hunter Hospital
A/Saitama/133/2018	3.84	5.11	A1b/131K	Japan	23.00	0.15	13.00		4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2018-10-17		EPI1335499	Saitama Institute Of Public Health
A/Newcastle/3/2019	3.84	5.11	A1b/131K	Australia	23.00	0.06	13.00		4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2019-01-10		EPI1359135	John Hunter Hospital
A/Sydney/6/2019	3.84	5.11	A1b/131K	Australia	23.00	0.06	13.00		4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2019-01-10		EPI1387349	Clinical Virology Unit, Cdim
A/Brisbane/173/2018	3.84	5.11	A1b/131K	Australia	23.00	0.09	13.00		4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2018-12-03		EPI1359698	Queensland Health Scientific Services
A/Santiago/103164/2018	3.84	5.11	A1b/131K	Chile	23.00	0.09	13.00		4.00	South America	Centers For Disease Control And Prevention	2018-12-06		EPI1368355	Instituto De Salud Publica De Chile
A/Guangdong-Maonan/1538/2019	3.76	5.11	A1b/131K	China	23.00	0.09	13.00		4.00	China	Who Chinese National Influenza Center	2019-06-17		EPI1542525	Who Chinese National Influenza Center
A/Cambodia/FSS40728/2019	3.76	5.11	A1b/131K	Cambodia	25.00	0.11	13.00		4.00	Southeast Asia	Who Collaborating Centre For Reference And Research On Influenza	2019-06-03		EPI1583988	Institute Pasteur Du Cambodia
A/Singapore/NUH0020/2019	3.76	5.11	A1b/131K	Singapore	26.00	0.13	14.00	1.00	4.00	Southeast Asia	Ministry Of Health, Singapore	2019-04-26		EPI1594874	Ministry Of Health, Singapore
A/Zhejiang-Nanhu/1108/2019	3.76	5.11	A1b/131K	China	25.00	0.25	14.00		4.00	China	Who Chinese National Influenza Center	2019-02-06		EPI1380781	Who Chinese National Influenza Center
A/Abergele/8675/2019	3.76	5.11	A1b/131K	United Kingdom	25.00	0.08	14.00	1.00	4.00	Europe	Public Health Wales Microbiology Cardiff	2019-11-29		EPI1636146	Public Health Wales Microbiology Cardiff
A/Hyogo/1011/2019	3.76	5.11	A1b/131K	Japan	25.00	0.17	14.00	1.00	4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2019-04-11		EPI1491214	Hyogo Prefectural Institute Of Public Health And Consumer Sciences
A/Okinawa/74/2019	3.76	5.11	A1b/131K	Japan	25.00	0.11	13.00	1.00	4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2019-07-03		EPI1605042	Okinawa Prefectural Institute Of Health And Environment
A/Fiji/25/2019	3.95	5.11	A1b/131K	Fiji	25.00	0.19	13.00	1.00	4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2019-02-26		EPI1484788	National Centre For Scientific Services For Virology And Vector Borne Diseases
A/Neimenggu-Erlianhaote/1108/2019	3.95	5.39	A1b/131K	China	24.00	0.28	13.00		4.00	China	Who Chinese National Influenza Center	2019-01-22		EPI1380790	Who Chinese National Influenza Center
A/Florida/71/2019	3.95	5.11	A1b/131K	USA	25.00	0.13	13.00	1.00	4.00	North America	Centers For Disease Control And Prevention	2019-05-21		EPI1486377	Florida Department Of Health Tampa
A/Cardiff/9558/2019	3.95	5.11	A1b/131K	United Kingdom	24.00	0.12	13.00		4.00	Europe	Public Health Wales Microbiology Cardiff	2019-06-02		EPI1584099	Public Health Wales Microbiology Cardiff
A/SouthAustralia/34/2019	3.95	5.11	A1b/131K	Australia	24.00	0.24	13.00		4.00	Oceania	Centers For Disease Control And Prevention	2019-02-06	2019-09-27	EPI1607117	Institute Of Medical And Veterinary Science (imvs)
